name,twt_handle,tweet_body,post_date,reply_cnt,rt_cnt,like_cnt
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.98($71411.96) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-26T04:46:50.000Z,2,3,4
nanocube.io | NFT alerts #2,@nanocubealerts2,"Bored   Ape   Yacht Club  #3760 sold for 5.005 ETH! ($15553.64)

-  https:// 0eda7647a8ab7c2061c2e118a18a936f13d/3760 … -  https:// bc4ca0eda7647a8ab7c2061c2e118a18a936f13d/3760 … Rarity  7532/10000 #boredape    #bayc   #nft   #nanocube",2022-03-26T04:43:00.000Z,3,1,5
Metaverse Pioneer/元宇宙先锋队,@MetaverseMVP8,BYAC和MAYC系列NFT周边商品将于3月29日发售，仅接受 APE 支付 Bored   Ape   Yacht Club 官方在instagram发文称，BYAC和MAYC系列NFT的最新周边商品将于美东时间3月28日12点（北京时间3月29日0点）发售，仅接受ApeCoin（ APE ）支付。,2022-03-26T04:41:22.000Z,1,1,3
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.9($71127.86) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-26T04:16:52.000Z,,2,3
PoL(ポル) | クリプト・Web3.0・ブロックチェーンの学習サービス,@PoL_techtec,,2022-03-26T04:13:50.000Z,,1,1
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Bored   Ape   Yacht Club  stats. #boredapeyachtclub   #opensea,2022-03-26T04:11:01.000Z,1,1,
NFT Whale Alert｜We are hiring,@nftgobot," NFT Big Trade Transfer: [ 0x14ae81] -> [0x029545] NFT:  Bored   Ape   Yacht Club  #4921  https:// 4ca0eda7647a8ab7c2061c2e118a18a936f13d/4921 …  Price: 107.69 WETH ($334,585.12) Gas: 0.007 ETH ($21.66) #BAYC   #boredapeyachtclub",2022-03-26T04:10:58.000Z,,,
NFT FLOOR PRICE UPDATES,@0xbotfather,"Featured Collection:  @TheLoomSociety Daily floor price update

Cryptopunks: 72.69Ξ (  -0.27%)
Goons of Balatroon: 0.15Ξ (  nan%) Bored   Ape  YC: 103.0Ξ (  0.0%)
Mutant  Ape   Yacht Club : 23.3Ξ (  0.43%)
CLONE X  X TAKASHI MURAKAMI: 14.98Ξ (  1.35%)",2022-03-26T04:06:58.000Z,2,,
Mr. Pink,@mrpinkvegas,Tom I own the  Bored   Ape   Yacht Club   ape  that’s looks like you. It’s the Rock n Roll  ape,2022-03-26T04:04:59.000Z,1,,
Backpackboyz_ Bullywiz,@Backpackboyz420,"Now I know what you thinking   Bored   Ape   Yacht Club ….

But Nah  More like the…. Bored  8th Pot Club   #BackpackBoyz  #UncleSnoop  #5PointsLA",2022-03-26T04:01:53.000Z,1,,3
Antonios Bouris,@_antonios,Bored   Ape   Yacht Club  creator raises $450 million to build metaverse project |  #NFT   #CryptoCurrency   #ApeCoin   #Otherside   #BAYC   #abcdes   via  @knolinfos   https://,2022-03-26T03:22:44.000Z,4,3,4
Jean Prytyskacz,@jeanprytyskacz,Bored   Ape   Yacht Club 's New Metaverse Shows NFTs Are Evolving - CNET,2022-03-26T03:21:06.000Z,,,
프리킴,@dobbyisfreeyo,NFT 프로젝트 BAYC( Bored   Ape   Yacht Club ) BAYC와 MAYC 관련 상품(Merch)을 오는 28일 판매할 예정. 결제는  APE 코인으로만 가능.,2022-03-26T03:17:02.000Z,,,
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.85($70958.85) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-26T03:16:56.000Z,1,2,7
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Bored   Ape   Yacht Club  stats. #boredapeyachtclub   #opensea,2022-03-26T03:11:01.000Z,,1,2
SUUTAN DE,@suutande,Kryptowährung des  Bored   Ape   Yacht Club : Was man über den ApeCoin wissen muss,2022-03-26T03:07:31.000Z,,,
BotRocket.io,@botrocket_io,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-26T03:06:03.000Z,,5,3
Bored Ape Yacht Club,@BoredApeSaleBot,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-26T03:06:02.000Z,,5,3
TyG,@TyG21G,Check out  Bored   Ape   Yacht Club  #2653 by diamondvolo at  http://  NFT!  https:// b=collectibles&asset=6f40bb308eb9e12bce6dd5a21cbba2b1&edition=d69c7d3c806771a6f99b68d133bffc14&detail-page=PROFILE&event=tyg21 …  via  @cryptocom,2022-03-26T03:02:18.000Z,1,,1
Crypto Samogon,@CryptoSamogon,#Dogecoin  (DOGE) Founder Slams Madonna for Misleading About Her  Bored   Ape   Yacht Club  (BAYC) Purchase,2022-03-26T02:33:59.000Z,,,
LFG or NOT,@LFGorNOT,Bored   Ape   Yacht Club  creator raises $450 million to build NFT metaverse - The Verge  https:// 1272/yuga-labs-seed-funding-a16z-bored-ape-yacht-club-bayc-metaverse-other-side …   #News   #NFTs   #NFT   #NFTCommunity,2022-03-26T02:31:10.000Z,2,1,3
NFT Whale Alert｜We are hiring,@nftgobot," NFT Big Trade Transfer: [0x366bc8] -> [0x7661f0] NFT:  Bored   Ape   Yacht Club  #8626  https:// 4ca0eda7647a8ab7c2061c2e118a18a936f13d/8626 …  Price: 111.99 ETH ($348,004.19) Gas: 0.0168 ETH ($52.07) #BAYC   #boredapeyachtclub",2022-03-26T02:23:10.000Z,,,
NftBossAlert,@nftbossalert,"Bored   Ape   Yacht Club  was bought
Price: 111.99 ETH ($348306.82) 
Seller: Hash_Rhythm
Buyer: BigRedOak https:// 0eda7647a8ab7c2061c2e118a18a936f13d/8626 …  #BAYC   #NFTSales   #NFTWhale",2022-03-26T02:17:21.000Z,,,2
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.5($69914.93) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-26T02:16:50.000Z,,1,
NFT Sentiment Updates,@NFTSentimentX,"New big  #NFT  Sale   Bored   Ape   Yacht Club  #8626 bought for Ξ111.99ETH ($347,993.25)
Floor Price: Ξ103ETH",2022-03-26T02:15:48.000Z,1,2,2
criptocannabiss,@criptocannabiss,"| Yuga Labs, la empresa que está detrás de una de las mayores y más valiosas colecciones de NFT del sector, el  Bored   Ape   Yacht Club , ha anunciado hoy que ha comprado los derechos de propiedad intelectual de las colecciones CryptoPunks y Meebits a Larva Labs  @criptocannabiss",2022-03-26T02:13:17.000Z,,1,2
Trengible - Discover the nft trends,@Trengible," - Hash_Rhythm just bought #8626 for 95.01 ETH ($294,949.04)

Collection:  Bored   Ape   Yacht Club Date: 2022-03-26 00:05:17 (GMT 0)

Detail:  https:// lub/8626-0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d-8626 …",2022-03-26T02:12:32.000Z,1,,1
thriftseller,@Thrift_Seller,Check out Rolling Stone x  Bored   Ape   Yacht Club  BAYC MAYC Limited Zine /2500 - New In Hand  https:// one-x-Bored-Ape-Yacht-Club-BAYC-MAYC-Limited-Zine-2500-New-In-Hand-/185357398176?mkcid=16&mkevt=1&_trksid=p2349624.m46890.l6249&mkrid=711-127632-2357-0 …   @eBay,2022-03-26T01:54:28.000Z,,,1
Firefly,@firefly_sol,"Can you please explain the difference between ""degods"" and the  bored   ape   yacht club ? I am thinking of selling my  bored   ape   yacht club  NFT for some solana NFTs",2022-03-26T01:51:02.000Z,,,1
FxAxSxT,@FxAxSxT,"""The  Bored   Ape   Yacht Club  lit up the internet — but its lead designer, Seneca, has been watching from the shadows""

More people need to know about  @allseeingseneca",2022-03-26T01:50:55.000Z,2,3,21
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.895($71115.76) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-26T01:46:50.000Z,2,1,5
Chilimanzar,@RoyalKongz,Madonna Just Joined The  Bored   Ape   Yacht Club  Thanks To MoonPay  https:// oined-the-bored-ape-yacht-club-thanks-to-moonpay/ …   #NFTinvestors   #NFTProject   #NFTCommunity   #nftcollectors   #NFTpromotion,2022-03-26T01:43:08.000Z,,2,3
RaribleBot,@RaribleBot,"Bored   Ape   Yacht Club  #4873 was purchased for 1.0000  $ETH  ($3,102.45 USD) by  https:// b17eaa25e3e0f3ce8f0a575bcc8867031f77c …  from  https:// 321fb47307b0225a14dfcdf77dfc327b1a39a …   #rarible   #art   #digitalart   #cryptoart",2022-03-26T01:39:50.000Z,,1,2
NFT Whale Alert｜We are hiring,@nftgobot," NFT Whale Trade Transfer: [0x4b18e5] -> [ 0x5f20ab] NFT:  Bored   Ape   Yacht Club  #8868  https:// 4ca0eda7647a8ab7c2061c2e118a18a936f13d/8868 …  Price: 106.27 WETH ($329,200.23) Gas: 0.0122 ETH ($37.85) #BAYC   #boredapeyachtclub",2022-03-26T01:33:15.000Z,,,2
dAppsMarket | ダプマ - NFT * Blockchain Gaming,@dapps_market,,2022-03-26T01:30:00.000Z,,2,7
nanocube.io | NFT alerts #2,@nanocubealerts2,"Bored   Ape   Yacht Club  #8868 sold for 106.24 ETH! ($329763.65)

-  https:// 0eda7647a8ab7c2061c2e118a18a936f13d/8868 … -  https:// bc4ca0eda7647a8ab7c2061c2e118a18a936f13d/8868 … Rarity  9819/10000 #boredape    #bayc   #nft   #nanocube",2022-03-26T01:27:31.000Z,,1,4
Derek Pelops,@eighthmonth_,Bored   Ape   Yacht Club  is Racist and Contains Nazi Dog Whistles,2022-03-26T00:48:22.000Z,,1,
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.9($71173.43) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-26T00:46:50.000Z,,,3
GeekApe.eth,@GeekApe,ApeCoin is just the beginning:  Bored   Ape   Yacht Club  has big plans to enter the metaverse,2022-03-26T00:45:57.000Z,,,4
simo alcorcon,@kingkoinsp,Yesterday i minted in bayctron 2 nfts of  bored   ape   yacht club  and i have the mutant joker number 13888,2022-03-26T00:43:29.000Z,,,
Metaversal (we’re hiring ),@HelloMetaversal,"In this week's issue of The Metaversalist, ruggers get rugged,  Bored   Ape   Yacht Club  shows everyone what an investor deck should look like, and we clue you in on everything we've got planned for  @NFTLAlive  next week:",2022-03-26T00:37:36.000Z,,5,9
Apetropics.com,@Apetropics_com,ApeCoin is just the beginning:  Bored   Ape   Yacht Club  has big plans to enter the metaverse,2022-03-26T00:34:35.000Z,,,3
Gaminghodl,@gaminghodl,"DappRadar:   Madonna, one of the biggest names in pop music to date, has joined the  Bored   Ape   Yacht Club  family after purchasing BAYC #4988 yesterday;  @Madonna    Read More:",2022-03-26T00:34:21.000Z,,,
DappRadar,@DappRadar," Madonna, one of the biggest names in pop music to date, has joined the  Bored   Ape   Yacht Club  family after purchasing BAYC #4988 yesterday;  @Madonna    Read More:",2022-03-26T00:30:10.000Z,1,3,16
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.9($71186.94) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-26T00:16:50.000Z,,,3
NFT Whale Alert｜We are hiring,@nftgobot," NFT Big Trade Transfer: [0xae91cb] -> [0x366bc8] NFT:  Bored   Ape   Yacht Club  #8626  https:// 4ca0eda7647a8ab7c2061c2e118a18a936f13d/8626 …  Price: 95.01 WETH ($294,694.38) Gas: 0.0145 ETH ($45.05) #BAYC   #boredapeyachtclub",2022-03-26T00:16:09.000Z,,,2
Trengible - Discover the nft trends,@Trengible," - 0x5f2 just bought #7618 for 102.8 ETH ($319,350.26)

Collection:  Bored   Ape   Yacht Club Date: 2022-03-26 00:02:43 (GMT 0)

Detail:  https:// lub/7618-0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d-7618 …",2022-03-26T00:03:12.000Z,,,1
NftBossAlert,@nftbossalert,"Collection:  Bored   Ape   Yacht Club  Bored   Ape   Yacht Club  was bought
Price: 102.8 ETH ($319350.26) 
Seller: MachiBigBrother
Buyer: Unnamed https:// 0eda7647a8ab7c2061c2e118a18a936f13d/7618 …  #BAYC   #NFTSales   #NFTWhale",2022-03-26T00:03:04.000Z,,,
NFT Alerts,@nftflooralerts,"Collections Floor Prices (hourly update)   1/5: Bored   Ape   Yacht Club : 102.8 Ξ
Cool Cats: 9.35 Ξ
Robotos: 0.66 Ξ
Doodles: 14.5 Ξ
CrypToadz: 3.25 Ξ
CyberKongz: 5.7 Ξ
Meebits: 5.55 Ξ
MAYC: 22.9 Ξ
Deadfellaz: 2.65 Ξ #opensea   #OpenSeaNFT   #NFT   #nftcollectors  1/",2022-03-26T00:03:04.000Z,2,2,1
NFT Monitor,@NFT_Monitor,  Bored   Ape   Yacht Club  |  #BAYC   #NFT #7618 sold for 102.8 ETH (319.35K $)   https:// 0eda7647a8ab7c2061c2e118a18a936f13d/7618 …,2022-03-26T00:02:59.000Z,1,1,2
nanocube.io | NFT alerts #2,@nanocubealerts2,"Bored   Ape   Yacht Club  #7618 sold for 102.8 ETH! ($319260.82)

-  https:// 0eda7647a8ab7c2061c2e118a18a936f13d/7618 … -  https:// bc4ca0eda7647a8ab7c2061c2e118a18a936f13d/7618 … Rarity  7206/10000 #boredape    #bayc   #nft   #nanocube",2022-03-26T00:02:45.000Z,,3,3
Firefly,@firefly_sol,I think it is the base form of the NFT: the  bored   ape   yacht club . They are more powerful than any anime hero,2022-03-26T00:00:42.000Z,,,
nft watcher bot,@nft_watcher_bot,"Bored   Ape   Yacht Club  was just listed for 102.8 ETH.  https:// 0eda7647a8ab7c2061c2e118a18a936f13d/7618 … .

  #bayc   #mayc   #bakc   #apefollowape   #nft   #nftalerts   #nftwatcher   #watchers   #alerts   #nftbot",2022-03-25T23:54:03.000Z,,1,3
CoinTmr 明日幣圈,@cointmr,《 Bored   Ape   Yacht Club 》NFT 創作團隊 Yuga Labs 宣佈推出加密貨幣 ApeCoin,2022-03-25T23:00:44.000Z,,,1
NFT Trader,@NFTTrader08,"Accordingly, Madonna purchased the  Bored   Ape   Yacht Club  NFT via MoonPay. Although it was recently launched, MoonPay already boasts over 5 million users   https://   #ethereum   #artoftheday   #cryptoartist   #blockchain   #nfts   #nft   #digitalart   #art   #cryptoart",2022-03-25T23:00:30.000Z,,1,6
NFT Whale Alert,@nftwhalealert,"Hourly Top Volume
Trippy Toadz NFT: Ξ307.03 ($953,592.86) Bored   Ape   Yacht Club : Ξ204.99 ($636,670.24)
Azuki: Ξ105.00 ($326,115.30)
Peacefall: Ξ95.26 ($295,852.11)
CLONE X - X TAKASHI MURAKAMI: Ξ64.30 ($199,706.80)",2022-03-25T23:00:07.000Z,,1,4
La Criptomoneda,@LaCriptomoneda1,"Bored   Ape   Yacht Club  recauda $ 450 millones, una semana después del lanzamiento de ApeCoin",2022-03-25T22:59:02.000Z,,,
Dave Peck,@davepeck,Bored   Ape   Yacht Club 's New Metaverse Shows NFTs Are Evolving,2022-03-25T22:50:00.000Z,,,2
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.5($69924.82) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-25T22:46:51.000Z,,2,2
Max Rincón O.,@tercobuenagente,"Acabo de ver que BAYC recaudaron 450 millones de dolares   y acá siguen pidiendo 2.000.000 o 2.500.000 de pesos por un trabajo, uno les dice que si y luego dicen que es mucho trabajo   y abandonan el proyecto

BAYC:  Bored   Ape   Yacht Club",2022-03-25T22:31:26.000Z,,,2
Eye M. Abundance 369,@Level_Nr_9,listing:  Bored   Ape   Yacht Club  #1590 - Ξ106.99,2022-03-25T22:30:00.000Z,,,
Cootie doodlie,@CootieDoodlie,listing:  Bored   Ape   Yacht Club  #1590 - Ξ106.99,2022-03-25T22:30:00.000Z,,,
NFT_Analyzer,@NFT_Analyzer,listing:  Bored   Ape   Yacht Club  #842 - Ξ124.69,2022-03-25T22:21:53.000Z,,1,
Cootie doodlie,@CootieDoodlie,listing:  Bored   Ape   Yacht Club  #842 - Ξ124.69,2022-03-25T22:21:53.000Z,,1,
CryptoNewz,@CryptoNewz4,Win This  Bored   Ape   Yacht Club  NFT With Gemini    https:// ed-ape-yacht-club-nft-with-gemini …     #Bitcoin,2022-03-25T22:19:54.000Z,,,1
NftFeezy,@NftFeezy,"Yuga Labs, the creator of ‘ Bored   Ape   Yacht Club ’, has collaborated with Hong Kong-based gaming company Animoca Brands to launch BAYC’s first metaverse play-to-earn game! what will  $Ape   look like in 12 months??",2022-03-25T22:16:56.000Z,,,1
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.9($71097.86) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-25T22:16:49.000Z,,2,4
Crypto News Aggregator,@CryptoDubai912,Виталик Бутерин сравнил токены  Bored   Ape   Yacht Club  с азартной игрой  http:// n-sravnil-tokeny-bored-ape-yacht-club-s-azartnoj-igroj/ …,2022-03-25T22:11:20.000Z,,,
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Bored   Ape   Yacht Club  stats. #boredapeyachtclub   #opensea,2022-03-25T22:11:01.000Z,,,1
NFT Tracker SOLE Tools,@soletoolsapp,"More here:  https:// Ξ155     Bored   Ape   Yacht Club  (#5071)
Ξ101     Bored   Ape   Yacht Club  (#4970)
Ξ71.5   Nouns (#233) #Sandbox   #NFTToken   #Cryptocurrency   #Australia",2022-03-25T22:09:05.000Z,,,
BotRocket.io,@botrocket_io,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-25T22:09:03.000Z,,3,3
Eslam Nour,@EslamEgyptian,"Madonna joined the proud ranks of “ ape  holders” today, flaunting on Instagram a  Bored   Ape   Yacht Club  (BAYC) non-fungible token ( #NFT ) she purchased for about $560,000 via fintech firm ""MoonPay""   #Think   #NFTs   #Metaverse",2022-03-25T22:04:29.000Z,1,,6
NFT Whale Alert｜We are hiring,@nftgobot," NFT Big Trade Transfer: [0x18fe1e] -> [0x5f20ab] NFT:  Bored   Ape   Yacht Club  #4970  https:// 4ca0eda7647a8ab7c2061c2e118a18a936f13d/4970 …  Price: 101 ETH ($315,401.45) Gas: 0.011 ETH ($34.42) #BAYC   #boredapeyachtclub",2022-03-25T22:01:19.000Z,,,
NFT Valuations Bot,@NFTValBot,"10.  Bored   Ape   Yacht Club  #9667 sold for Ξ111 | $347,151
Sale value was +8% over collection floor & -6% under adjusted floor.

Collection Floor: Ξ103 | $321,761
Adjusted Floor: Ξ118 | $368,619 https:// redapeyachtclub/9667 …",2022-03-25T22:01:08.000Z,1,,
NFT Valuations Bot,@NFTValBot,"9.  Bored   Ape   Yacht Club  #105 sold for Ξ115 | $360,176
Sale value was +11% over collection floor & -1% under adjusted floor.

Collection Floor: Ξ103 | $321,761
Adjusted Floor: Ξ116 | $362,371 https:// redapeyachtclub/105 …",2022-03-25T22:01:06.000Z,1,,
NFT Valuations Bot,@NFTValBot,"8.  Bored   Ape   Yacht Club  #2874 sold for Ξ115 | $356,062
Sale value was +12% over collection floor & -11% under adjusted floor.

Collection Floor: Ξ103 | $321,761
Adjusted Floor: Ξ129 | $402,607 https:// redapeyachtclub/2874 …",2022-03-25T22:01:04.000Z,1,,
NFT Valuations Bot,@NFTValBot,"6.  Bored   Ape   Yacht Club  #6653 sold for Ξ123 | $384,639
Sale value was +19% over collection floor & -18% under adjusted floor.

Collection Floor: Ξ103 | $321,761
Adjusted Floor: Ξ151 | $470,739 https:// redapeyachtclub/6653 …",2022-03-25T22:01:00.000Z,1,,
Trengible - Discover the nft trends,@Trengible," - 0xfd6 just bought #5071 for 155 ETH ($483,311.70)

Collection:  Bored   Ape   Yacht Club Date: 2022-03-25 21:42:42 (GMT 0)

Detail:  https:// lub/5071-0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d-5071 …",2022-03-25T21:43:15.000Z,,,
NFT Monitor,@NFT_Monitor,  Bored   Ape   Yacht Club  |  #BAYC   #NFT #5071 sold for 155 ETH (483.31K $)   https:// 0eda7647a8ab7c2061c2e118a18a936f13d/5071 …,2022-03-25T21:43:07.000Z,,1,2
NftBossAlert,@nftbossalert,"Collection:  Bored   Ape   Yacht Club  Bored   Ape   Yacht Club  was bought
Price: 155 ETH ($483311.7) 
Seller: comsicomsa
Buyer: Unnamed https:// 0eda7647a8ab7c2061c2e118a18a936f13d/5071 …  #BAYC   #NFTSales   #NFTWhale",2022-03-25T21:43:04.000Z,1,,
NFT Notifier,@nft_notifier,Bored   Ape   Yacht Club  had a whale trade just now! Ξ155 sold for  Bored   Ape   Yacht Club  #5071 #BAYC,2022-03-25T21:42:55.000Z,,,1
Furble Blorp,@BlorpFurble,Bored   Ape   Yacht Club  #3079,2022-03-25T21:39:35.000Z,,,1
ValorCriptoBot,@ValorCriptoBot,"NFTs by daily Sales Volume:

1.  Bored   Ape   Yacht Club : $7,065,982
2. Azuki: $6,904,273
3. Mutant  Ape   Yacht Club : $4,131,674
4.  Bored   Ape  Kennel Club: $2,737,473
5. Crabada: $2,414,922
6. World Of Women: $2,316,224
7. CloneX: $2,173,250",2022-03-25T21:30:05.000Z,,,
Robert20,@Robert20_5600,"2/2 Top Volume of the Last 24 Hours

1. Azuki - 3.19K ETH traded (current floor of 16.9 ETH)
2.  Bored   Ape   Yacht Club  - 2.51K ETH traded (current floor of 103 ETH)
3. Mutant  Ape   Yacht Club  - 1.39K ETH traded (current floor of 23 ETH)",2022-03-25T21:23:22.000Z,,,
Cheleuitte’s World ,@Cheleuitte,Madonna Joins the  Bored   Ape   Yacht Club : ‘I Finally Entered the MetaVerse’  https:// ws/madonna-joins-bored-ape-yacht-club-1235049375/ …  via  @billboard,2022-03-25T21:17:48.000Z,,,
Airdropper.pl,@airdropper_pl,"Królowa tez lubi małpki  Madonna oficjalnie wkroczyła do metawersu.

 Ogłoszenie pochodziło z postów w mediach społecznościowych, w których napisano, że nabyła NFT od  Bored   Ape   Yacht Club  za ponad pół miliona dolarów",2022-03-25T20:59:05.000Z,,,2
NFT Whale Alert｜We are hiring,@nftgobot," NFT Big Trade Transfer: [0x08d147] -> [0x7642a3] NFT:  Bored   Ape   Yacht Club  #3263  https:// 4ca0eda7647a8ab7c2061c2e118a18a936f13d/3263 …  Price: 103 ETH ($320,257.56) Gas: 0.0093 ETH ($28.88) #BAYC   #boredapeyachtclub",2022-03-25T20:58:56.000Z,,,2
Neustreet,@realneustreet,7/  Bored   Ape   Yacht Club  creator  @yugalabs  has raised $450 Million at a $4 Billion valuation to build out their vision for the  #metaverse .  Read more:  http:// ape-yacht-clubs-yuga-labs-is-now-worth-4-billion/ …,2022-03-25T20:58:18.000Z,1,,1
Bloomberg Crypto,@crypto,"Madonna has officially entered the metaverse.

The announcement came from social media posts that said she acquired an NFT from the  Bored   Ape   Yacht Club  for more than half a million dollars",2022-03-25T20:57:38.000Z,29,15,49
NftBossAlert,@nftbossalert,"Bored   Ape   Yacht Club  was bought
Price: 103 ETH ($321168.42) 
Seller: Unnamed
Buyer: Unnamed https:// 0eda7647a8ab7c2061c2e118a18a936f13d/3263 …  #BAYC   #NFTSales   #NFTWhale",2022-03-25T20:56:49.000Z,,,1
NFT Sentiment Updates,@NFTSentimentX,"New big  #NFT  Sale   Bored   Ape   Yacht Club  #3263 bought for Ξ103ETH ($321,768.91)
Floor Price: Ξ103ETH",2022-03-25T20:54:21.000Z,,,3
NFT SHOW,@nftshownow,"GM/GA/GN Rap legends Snoop Dogg and Wiz Khalifa dropped an 8-track mixtape. However, unlike traditional mixtape themes, this one revolves around ApeCoin ( APE ) and the  Bored   Ape   Yacht Club . Snoop casually announced the project via Twitter on March 24, at…",2022-03-25T20:54:05.000Z,,,
ApeCoin,@Ape_Coin_,"ApeCoin is just the beginning:  Bored   Ape   Yacht Club  has big plans to enter the metaverse

- Fortune: https:// coin-bored-ape-yacht-club-metaverse/ … - Buy BTC: http://  #metaverse   #crypto   #NFT   $APE    #apecoin",2022-03-25T20:28:09.000Z,1,,2
NFT4MILLIONAIRES,@nft4mil,"Madonna has officially joined the list of NFT holders at the  Bored   Ape   Yacht Club  as of March 25th! On Twitter, the diva showcased her digital asset. She also expressed gratitude to MoonPay, a cryptocurrency trading site that aided her in buying. #nft   #nftart   #nfts",2022-03-25T20:27:52.000Z,2,,5
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.85($71218.65) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-25T20:16:50.000Z,,,2
NFT Events,@nfteventz,Madonna Joins the  Bored   Ape   Yacht Club : ‘I Finally Entered the MetaVerse’  #nft   #meta   #bitcoin   #boredape    #littpanda   #eth,2022-03-25T20:16:45.000Z,,,1
NFTCommunity - pr projects tgdrop nft,@nft_news24,Madonna Just Joined The  Bored   Ape   Yacht Club  Thanks To MoonPay #NFT   #NFTcommunity   #nftart   #cryptoart   #crypto   #blockchain   #NFTartists   #cryptocurrency   http://,2022-03-25T20:13:39.000Z,3,1,2
NFT Sentiment Updates,@NFTSentimentX,"New big  #NFT  Sale   Bored   Ape   Yacht Club  #842 bought for Ξ105ETH ($326,905.95)
Floor Price: Ξ103ETH",2022-03-25T20:12:50.000Z,,,1
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Bored   Ape   Yacht Club  stats. #boredapeyachtclub   #opensea,2022-03-25T20:11:00.000Z,1,,2
NftBossAlert,@nftbossalert,"Bored   Ape   Yacht Club  was bought
Price: 105 ETH ($327404.7) 
Seller: Unnamed
Buyer: bonkertown https:// 0eda7647a8ab7c2061c2e118a18a936f13d/842 …  #BAYC   #NFTSales   #NFTWhale",2022-03-25T20:10:57.000Z,1,,
NFT Monitor,@NFT_Monitor,  Bored   Ape   Yacht Club  |  #BAYC   #NFT #842 sold for 105 ETH (325.96K $)   https:// 0eda7647a8ab7c2061c2e118a18a936f13d/842 …,2022-03-25T20:07:16.000Z,,1,1
Bored Ape Yacht Club,@BoredApeSaleBot,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-25T20:06:02.000Z,,,1
Noureddine DH,@NoureddineDH2,"Opinion: Of Course Yuga Labs Is Not “Web3” |  Bored   Ape   Yacht Club 's Yuga Labs sits at the top of the NFT space and now wants to dominate the Metaverse, but can it call itself ""Web3""?..  #Web3",2022-03-25T20:05:53.000Z,,,1
CryptoFernBurn,@fernburn74,Madonna Becomes the Latest Star to Join the  Bored   Ape   Yacht Club   https:// adonna-becomes-the-latest-star-to-join-the-bored-ape-yacht-club-947370 …   @Madonna    @BoredApeYC    @fernburn74   @psycho_parrots   #nfts   #nftartist   #nftcommunity   #nftmarketplace   #nftnews,2022-03-25T20:01:28.000Z,,,3
