name,twt_handle,tweet_body,post_date,reply_cnt,rt_cnt,like_cnt
Flip McBot,@nftsalesbot," B6969X   flipped    AZUKI  #2255 https:// 388653567af2f388e6224dc7c4b3241c544/2255 …   status: Gold  in: 0.08 ETH  out: 16.85 ETH  hodl: 2 months 13 days 

 Ξ  profit: +16.77 ETH   paid: $259 (01/2022) made: $55,279 (  +21,343%)",2022-03-28T06:50:58.000Z,,2,
Artyom,@hifrank42,@jivacore    @AzukiZen   fanart for 3 beauties of 关老师,2022-03-28T06:49:43.000Z,,,1
壁打ち,@kabeuchi_sasete,,2022-03-28T06:49:29.000Z,1,,
General Tai /tv.donate,@yeemsir,"ส่วนตัวนะที่ตามหลักๆคือ giancarlo (discord ML เขาดีมาก บอกตามตรงว่ารสนิยมใช่สำหรับผม) เขาพูดตรงๆเลยว่ามิ้น  azuki  แบบไม่ลังเลไป 4 ตัว วันเปิด dutch เลย ละก็มี nifty ที่บอก, cryptogorilla พักหลังคอนเท้นก็ดีขึ้นมาก เอาจริงๆตามหลักๆแค่ไม่เกิน 5 คนเอง",2022-03-28T06:48:18.000Z,1,,
Metaverse Alerts #nft #virtualLand,@MetaTradesBot,"#nft  sold!                  
Item number 2255 from the collection "" Azuki "" 
            
Price: 16.85 Ether [$55904.76]  Collection price has risen 13.18% over the past week",2022-03-28T06:48:13.000Z,,2,
カルシウム蛇,@karusiumuhebi,,2022-03-28T06:47:49.000Z,,,
✧︎ 𝒦 ✧︎,@rus_nyan_,,2022-03-28T06:47:43.000Z,1,,1
みかん,@Cs_mkn_mh,,2022-03-28T06:47:19.000Z,,,
Hato.ETH,@HatoETH,"Someone told me that: If you only look at the floor, you’ll never catch a glimpse of the moon.   @AzukiZen    #IZK  ",2022-03-28T06:47:02.000Z,,,1
こと,@hkt_cotton,,2022-03-28T06:46:34.000Z,1,,
Azuki Sales Bot,@AzukiSales,"Azuki  2255 sold for Ξ16.85 ($55,890.91). https:// 388653567af2f388e6224dc7c4b3241c544/2255 …  #AzukiZen   #azukiNFT",2022-03-28T06:46:28.000Z,,1,2
セミ,@sieg_rose,,2022-03-28T06:46:18.000Z,,,1
Trengible - Discover the nft trends,@Trengible," - 0xde8a just bought  Azuki  #2255 for 16.85 ETH ($55,847.64)

Collection:  Azuki Date: 2022-03-28 06:44:56 (GMT 0)

Detail:  https:// 55-0xed5af388653567af2f388e6224dc7c4b3241c544 …",2022-03-28T06:46:10.000Z,,,
Noureddine DH,@NoureddineDH2,"Top 10 NFTs By Weekly Sales Volume:  Azuki  Tops The List, World Of Women Galaxy, MURI Join Top Ten | The non-fu  #opensea",2022-03-28T06:45:29.000Z,,,
すい,@vbR6TuhjBYUOXmB,,2022-03-28T06:45:01.000Z,,,1
Metaverse Alerts #nft #virtualLand,@MetaTradesBot,"#nft  sold!                  
Item number 4270 from the collection "" Azuki "" 
            
Price: 15.7 Ether [$52106.57]  Collection price has risen 13.53% over the past week",2022-03-28T06:44:13.000Z,,3,5
SleepyAvocado,@sleepyavocad0,,2022-03-28T06:43:48.000Z,,,
ServiceAtHand,@ServiceAtHand,"haha jom, dei bro you can already buy  Azuki",2022-03-28T06:43:31.000Z,1,,
Wizz,@wizz_sorc,All WEB 3 brands are just experiment at the moment but must say   @AzukiZen   is on the way to make it real!,2022-03-28T06:43:04.000Z,,,
TangChan0x,@maru37550,I thought   @AzukiZen   partnership for 1sec,2022-03-28T06:42:57.000Z,1,,1
tom | Azuki | PA | WenWL,@CryptoTomYT,sup zagabond,2022-03-28T06:42:49.000Z,,,1
ぽするき@勉強チャレ残り1284分,ぽするき@勉強チャレ残り1284分,,2022-03-28T06:42:42.000Z,1,,1
NFT Whale Alert｜We are hiring,@nftgobot," NFT Whale Trade Transfer: [0x720c82] -> [ mistertodd.eth] NFT:  Azuki  #4270  https:// 5af388653567af2f388e6224dc7c4b3241c544/4270 …  Price: 15.7 ETH ($52,188.86) Gas: 0.0055 ETH ($18.25) #azuki    #azukinft",2022-03-28T06:42:38.000Z,,,
Jstpansy.sol,@Jstpansy,,2022-03-28T06:42:20.000Z,,,1
thevincent1991.sol,@thevincent1991,Lessgo! ,2022-03-28T06:41:28.000Z,,,
ま と に こ,@matonico25,,2022-03-28T06:41:27.000Z,,,1
ぐんま,@lolnoko,,2022-03-28T06:41:26.000Z,,,
rayway.ethbunnyslippers.eth,@rayway_eth,"azuki  is a rug, fud it",2022-03-28T06:40:54.000Z,1,,1
ZAGABOND.ETH,@ZAGABOND,,2022-03-28T06:40:27.000Z,3,,58
ごうかい,@goukai0724dgr,,2022-03-28T06:40:25.000Z,,,
Andelu.eth | Screenshot,@Andeloop,The crewwwwww much love fam  #4Everai,2022-03-28T06:40:22.000Z,1,,3
ごうかい,@goukai0724dgr,,2022-03-28T06:40:18.000Z,,,
monmi.eth,@ramonchanco,LFG  #Everai,2022-03-28T06:40:18.000Z,,,3
tmas.eth,@itstylersays,Thank god the  azuki  floor is dipping,2022-03-28T06:40:17.000Z,5,,52
BlakashiSensei,@BlakashiSensei,,2022-03-28T06:40:11.000Z,,,1
yayZbay.eth,@yayZbay,@doodles  all the way!,2022-03-28T06:39:46.000Z,,,
SkyMatriX,@SkyMatriX_X,#Azuki    #NFT   #NFTs,2022-03-28T06:39:16.000Z,1,4,5
Genie.wrld,@Web3Genie,"Jio me ah bro, we go  Azuk i shopping ",2022-03-28T06:38:54.000Z,1,,1
Women Who NFT,@womenwhonft,"Top 10 NFTs By Weekly Sales Volume:  Azuki  Tops The List, World Of Women Galaxy ... - Benzinga  http://",2022-03-28T06:38:41.000Z,,,
Women Who NFT,@womenwhonft,"Top 10 NFTs By Weekly Sales Volume:  Azuki  Tops The List, World Of Women Galaxy, MURI ...  http://",2022-03-28T06:38:34.000Z,,,
NeoRonin,@0xNeoRonin,You stole my photo,2022-03-28T06:38:28.000Z,,,
Will,@whisky_ronin,Kiwami.. for sure.,2022-03-28T06:38:21.000Z,,,
翠嶺カレン𝐒𝐑,@K4kex_SeleNect,,2022-03-28T06:37:57.000Z,,,1
夜行性のゑびふらゐ,@chocolate3104ja,,2022-03-28T06:37:54.000Z,1,,1
ohjeez,@ohjeezNFT,"if you had enough ETH to choose between an   @AzukiZen   or  @doodles , which would you snag? #NFT   #NFTs   #NFTCommunity   #NFTCollection",2022-03-28T06:37:20.000Z,2,6,9
とまと,@TOMATOTHEFIRST,,2022-03-28T06:37:20.000Z,1,,1
NFTwith,@NFT_EveryWhere_,@TkoChamps   @XOAlphaGroup   @striped_bread   @markschlereth   @BearsRare    @AzukiZen    @ThugBirdz   @Stim_Dan   @Valmircarlos16   @Arpon93124026   @33cfe7863cde47c   @lega_mascena   @nayda_yassine   @afonsoM41179073   @AngelGe64222665   @MRP06954584   @twin_beautiful   @abnelneyl   @Torpandimar,2022-03-28T06:37:16.000Z,,,
夜行性のゑびふらゐ,@chocolate3104ja,,2022-03-28T06:37:54.000Z,1,,1
ohjeez,@ohjeezNFT,"if you had enough ETH to choose between an   @AzukiZen   or  @doodles , which would you snag? #NFT   #NFTs   #NFTCommunity   #NFTCollection",2022-03-28T06:37:20.000Z,2,6,9
とまと,@TOMATOTHEFIRST,,2022-03-28T06:37:20.000Z,1,,1
NFTwith,@NFT_EveryWhere_,@TkoChamps   @XOAlphaGroup   @striped_bread   @markschlereth   @BearsRare    @AzukiZen    @ThugBirdz   @Stim_Dan   @Valmircarlos16   @Arpon93124026   @33cfe7863cde47c   @lega_mascena   @nayda_yassine   @afonsoM41179073   @AngelGe64222665   @MRP06954584   @twin_beautiful   @abnelneyl   @Torpandimar,2022-03-28T06:37:16.000Z,,,
King Wumba,@kingwumba,"azuki  at an 18 eth floor just shows how powerful momentum can be. who still needs an  azuki  btw?

Must follow to WIN   #NFT   #NFTGiveaway   #NFTGiveaways   #NFTCommunity",2022-03-28T06:36:36.000Z,2,3,9
TheOneWhoMakes | Citizen #847,@makescrypto,"Kiwami just said they have a small something before reveal, reveal being in about 2/3 days   Probably unrelated but interesting",2022-03-28T06:36:20.000Z,,,1
Trengible - Discover the nft trends,@Trengible," - MisterTodd just bought  Azuki  #4270 for 15.7 ETH ($52,036.08)

Collection:  Azuki Date: 2022-03-28 06:35:11 (GMT 0)

Detail:  https:// 70-0xed5af388653567af2f388e6224dc7c4b3241c544 …",2022-03-28T06:36:15.000Z,,,
千川(せんかわ),@ChickenNoHeart,,2022-03-28T06:36:08.000Z,1,,1
Redtopdontstop,@CodyDriscoll7,Seems like they all are  Azuki  derivatives now what’s the difference,2022-03-28T06:36:03.000Z,,,
アオ,@bafEhm5RoJWU7xg,,2022-03-28T06:36:00.000Z,1,,1
SleepyAvocado,@sleepyavocad0,"Love this one, looks like a good fighter",2022-03-28T06:35:26.000Z,,,2
Tiger,@tladdavong,"I can’t forget what   @AzukiZen   said to me at the start and those who took the red bean…

Building a web3 brand with the rest of the  Azuki  community ",2022-03-28T06:34:49.000Z,4,6,152
NFTRateTracker,@nftratetracker,"Top 5  #NFT  Collections on  @opensea  last 24 hours: @BoredApeYC  - 34,348 ETH  @AzukiZen   - 33,441 ETH @RTFKTstudios  - 29,394 ETH @cryptopunksbot  - 24,552 ETH @MutantApeBot  - 23,635 ETH

What other collections are going to be on the top soon?
Follow  @nftratetracker  for more",2022-03-28T06:34:43.000Z,2,,4
Cryptovalley | Amassing.eth,@SpiritAzuki,"T-2 days until  Azuki  announcement 

I’m not sure what surprises   @AzukiZen   have  in store but I am confident that  Azuki  will be among the biggest web 3 brand long term",2022-03-28T06:34:27.000Z,3,4,71
365,@Kinda365,3 Edition left - 1  $XTZ  ,2022-03-28T06:33:12.000Z,,,
みんと2m,@mint20220324,,2022-03-28T06:32:52.000Z,,,
thatcloudy,@thatcloudy,how much was the sale for?,2022-03-28T06:32:34.000Z,,,
りーむ,@isc_reem,,2022-03-28T06:32:09.000Z,1,,1
StraGen410,@SGen410,Beautiful and hot,2022-03-28T06:31:36.000Z,1,,1
Metaverse Alerts #nft #virtualLand,@MetaTradesBot,"#nft  sold!                  
Item number 6208 from the collection "" Azuki "" 
            
Price: 16 Ether [$53065.92]  Collection price has risen 13.96% over the past week",2022-03-28T06:31:24.000Z,,1,1
りんぺい,@Rinpaypay7777,,2022-03-28T06:30:33.000Z,,,
NFT Watcher,@nftwatcher9487,"[2/5]  #Kiwami (0x701a038af4bd0fc9b69a829ddcb2f61185a49568)
  - 6  AZUKI  (Buy:24, Sell:8)
  - 6 DOODLE (Buy:11, Sell:1)
  - 6 MAYC (Buy:18, Sell:0)
  - 5 CLONEX (Buy:41, Sell:1)
  - 1 BAYC (Buy:1, Sell:2)
  - 1 COOL (Buy:1, Sell:20)",2022-03-28T06:30:12.000Z,1,,
NFT Watcher,@nftwatcher9487,"[1/5]  #TheArtofSeasons (0x5bd815fd6c096bab38b4c6553cfce3585194dff9)
  - 10  AZUKI  (Buy:20, Sell:30)
  - 7 BAYC (Buy:42, Sell:0)
  - 6 COOL (Buy:11, Sell:9)
  - 5 CLONEX (Buy:18, Sell:11)
  - 4 DOODLE (Buy:6, Sell:35)
  - 3 MAYC (Buy:13, Sell:3)",2022-03-28T06:30:10.000Z,1,,2
typhlosion.eth | Lucky Ducky NFT,@shrimpyuk,6  azuki,2022-03-28T06:30:07.000Z,,,
yunghm.eth,@HM_18__,"YO DEFI KINGDOM 2.0 BUT GASLESS IN GAME TX? 

Remember how  azuki  created erc721a and changed the game? 
NOW THIS IS BETTER THAN THAT! 

GASLESS TX. U HEAR THAT.

TAKE MY ETH!",2022-03-28T06:30:07.000Z,,,2
CryptoCurrencies News bot,@ButterLemonBot,"NFT Sales Slid Lower This Week, Cronos NFT Volume Jumps 236% Higher,  Azuki  Collection Rises :  https:// -lower-this-week-cronos-nft-volume-jumps-236-higher-azuki-collection-rises/ …",2022-03-28T06:30:05.000Z,,,
Ayra,@AlwaysLiquid8d,why is the  Azuki  floor so high they haven’t even done any-,2022-03-28T06:28:49.000Z,,1,2
Charlene Lizarondo,@Lizaro2Charlene,Would you rather buy a mutant or an  azuki ? Keep in mind  azuki  has done absolutely nothing,2022-03-28T06:28:37.000Z,3,,6
みるきー,@miru_candy__,,2022-03-28T06:28:19.000Z,1,,
Usama Tahir NFT,@mianusama299,You don't know what bids I got on my loveless city metro pass I wished there was hitting button on OS :D,2022-03-28T06:28:05.000Z,,,
ブラックサンダーさん【公式】,@Black_Thunder_,,2022-03-28T06:28:04.000Z,,,
Atrotos,@BAYC190,"If you could only have one, which would you pick? 
- 1 BAYC 
- 2 BTC 
- 6  Azuki  
- 7 CloneX 
- 8 Doodles 
- 10 World of Women 
- 11 Gutter Cats 
- 100 ETH",2022-03-28T06:27:41.000Z,,2,1
Manuzxq | OGAC,@zGarouu,Welcome to the garden,2022-03-28T06:27:20.000Z,,,
㍿ゆきなちゃま。,@yukina_anone,,2022-03-28T06:27:18.000Z,,,1
Celestz PxNis Sussy Baka,@CelestzNFT,@Niqueja18    @huathuatboy   more bobu?,2022-03-28T06:27:10.000Z,,,
CryptoCurrencies News bot,@ButterLemonBot,"NFT Sales Slid Lower This Week, Cronos NFT Volume Jumps 236% Higher,  Azuki  Collection Rises :  https:// -lower-this-week-cronos-nft-volume-jumps-236-higher-azuki-collection-rises/ …",2022-03-28T06:27:05.000Z,,,
Celestz PxNis Sussy Baka,@CelestzNFT,thanks~,2022-03-28T06:26:57.000Z,,,
Icedcoffee,@IcedcoffeeEth,Welcome fam,2022-03-28T06:26:51.000Z,,,1
thevincent1991.sol,@thevincent1991,Can't wait for Reveal  @TheEverai   Seeing a ton of   @AzukiZen   holders in discord!  Shout out to  @Jstpansy  for always pumping out dope Fan-Art   #Everai   #4Everai   #Azuki,2022-03-28T06:26:41.000Z,6,5,32
Flip McBot,@nftsalesbot," Reverse8817   flipped    AZUKI  #6208 https:// 388653567af2f388e6224dc7c4b3241c544/6208 …   status: Gold  in: 1.99 ETH  out: 16 ETH  hodl: 2 months 13 days 

 Ξ  profit: +14.01 ETH   paid: $6,712 (01/2022) made: $46,024 (  +686%)",2022-03-28T06:26:32.000Z,,,1
千川(せんかわ),@ChickenNoHeart,,2022-03-28T06:26:03.000Z,1,,1
Idelto,@IdeltoInfo,"""NFT Sales Slid Lower This Week, Cronos NFT Volume Jumps 236% Higher,  Azuki  Collection Rises "" 

Last week, non-fungible token sales saw an improvement after tumbling week after week in terms of sales volume. This week, NFT sales... (Idelto -  https:// les-slid-lower-this-week-cronos-nft-volume-jumps-236-higher-azuki-collection-rises/ … )",2022-03-28T06:22:32.000Z,,,
Molly,@yMoll2,"【NFT 最新动态】
过去一周 Azuki  NFT巨鲸持有者增加24人，同期总持有人数下降
Xbit 获悉，据  http://  数据显示，过去一周  Azuki  NFT 巨鲸持有者人数增加 24 人，增幅为 16.44%，同期总持有者人数下降 1.65%，为 5,491 人。",2022-03-28T06:22:18.000Z,1,,1
こ。,@MEIKOSAN_,,2022-03-28T06:21:49.000Z,,,
Johnitect,@johnitect,"Bro there are BIG Whales eating up all the  #Dinobabies  people with 20  Azuki , 5BAYC. Dinobabies might be the next big thing. and I have 2",2022-03-28T06:21:39.000Z,,,1
EJ,@madeIthappen_,We are moving mountains in the nft space,2022-03-28T06:21:37.000Z,,,1
Azuki Sales Bot,@AzukiSales,"Azuki  6208 sold for Ξ16 ($52,890.53). https:// 388653567af2f388e6224dc7c4b3241c544/6208 …  #AzukiZen   #azukiNFT",2022-03-28T06:21:30.000Z,,,4
CryptoCurrencies News bot,@ButterLemonBot,"NFT Sales Slid Lower This Week, Cronos NFT Volume Jumps 236% Higher,  Azuki  Collection Rises :  https:// -lower-this-week-cronos-nft-volume-jumps-236-higher-azuki-collection-rises/ …",2022-03-28T06:21:08.000Z,,,
じゅうぞうちゃんねる,@juzochannel,,2022-03-28T06:21:06.000Z,,,1
しらいぬ,@sira____inu,,2022-03-28T06:21:03.000Z,,,1
AkaneVin IMAGINARY ONES | TASTYBONES | SOULZ,@akaneVin97,will get it. going towards that direction <3,2022-03-28T06:21:00.000Z,,,1
Duncs,@__Duncs,this will turn around,2022-03-28T06:20:52.000Z,1,,2
Duncs,@__Duncs,thx man...i'm here for  @iam_tribex,2022-03-28T06:20:25.000Z,,,1
Algorithmic Trader,@fraschu2007,"NFT Sales Slid Lower This Week, Cronos NFT Volume Jumps 236% Higher,  Azuki  Collection Rises   https:// -lower-this-week-cronos-nft-volume-jumps-236-higher-azuki-collection-rises/ …  via  @BTCTN",2022-03-28T06:20:16.000Z,,,
RedBean,@TookTheRedBean,Welcome welcome! The more the merrier,2022-03-28T06:19:18.000Z,,,
Trengible - Discover the nft trends,@Trengible," - JPEGBoomer just bought  Azuki  #6208 for 16 ETH ($53,030.40)

Collection:  Azuki Date: 2022-03-28 06:17:50 (GMT 0)

Detail:  https:// 08-0xed5af388653567af2f388e6224dc7c4b3241c544 …",2022-03-28T06:19:15.000Z,,,1
Igor Bogoev,@Speedgor,Kitty box #2 being airdropped to stakers tomorrow. Got the  @nft_droplets  WL in my first box. One lucky staker got an   @AzukiZen  . Still  @BoredApeYC   @mypethooligan   @InvsbleFriends   @TheDogePoundNFT  ETH plus more WL to be won!   #kittybox   #kittycryptogang   #kcg   #BAYC   #hooligang,2022-03-28T06:17:49.000Z,,,
𝒮𝒾𝓉𝒾 𝒽𝒶𝒿𝒶𝓇,@St_HajarBigWin7,,2022-03-28T06:17:06.000Z,,,
Kanaayu,@kihaty_21,,2022-03-28T06:16:12.000Z,,,1
The Azuki Bot,@TheAzukiBot,The Current Floor Price for  Azuki  is Ξ15.7($51892.74) #NFTCommunity   #NFTs   #Azuki    #Azukizen    @AzukiZen  Follow  @ShellMechanic  for more!,2022-03-28T06:16:03.000Z,,4,4
NFTNews1.eth,@NFTNews1,"NFT Sales Slid Lower This Week, Cronos NFT Volume Jumps 236% Higher,   @AzukiZen    Collection Rises. #NFT   #Azuki    #raises",2022-03-28T06:16:01.000Z,2,,2
TP ✈︎ / tbtp.eth,@thebrandtp,Chaddddddd,2022-03-28T06:15:50.000Z,,,1
Parzival.eth | NovusX,@SpaceBoby,Have to agree here ,2022-03-28T06:15:47.000Z,,,2
NiQ,@NiQ_108,"Anybody got a good color   printer
for stickers/cards?  #wearebobu   This belongs at   bookstores
&   cafés.  #Azuki   ",2022-03-28T06:15:43.000Z,,,3
belle,@minsism,day 37 without an  azuki  D: fp is sooo high already KDJSJS screaming crying throwing up,2022-03-28T06:15:41.000Z,1,,4
リボン,@mamribon,,2022-03-28T06:15:08.000Z,1,,
CryptoCurrencies News bot,@ButterLemonBot,"NFT Sales Slid Lower This Week, Cronos NFT Volume Jumps 236% Higher,  Azuki  Collection Rises :  https:// -lower-this-week-cronos-nft-volume-jumps-236-higher-azuki-collection-rises/ …",2022-03-28T06:15:08.000Z,,,
Mark F.,@MarkFalsing,You should check out  @KiwamiNFT,2022-03-28T06:14:53.000Z,,,
Flip McBot,@nftsalesbot," 0x936   flipped    AZUKI  #6352 https:// 388653567af2f388e6224dc7c4b3241c544/6352 …   status: Silver  in: 9 ETH  out: 16.7 ETH  hodl: 11 days 

 Ξ  profit: +7.7 ETH   paid: $23,571 (03/2022) made: $31,472 (  +134%)",2022-03-28T06:14:21.000Z,,3,
OMS,@omsunshineETH,GM  #azuki   bean fam. Addicted to the web3 me with new pfp. Love this vibe   @AzukiZen,2022-03-28T06:12:31.000Z,2,1,5
Adam,@mamaslippers,I heard  Azuki  really bad you should sell me yours for 1eth I'm doing you a favor ,2022-03-28T06:11:31.000Z,,,
リボン,@mamribon,,2022-03-28T06:10:35.000Z,1,,
ハマチカマ,@7jhivKZi5iyjEqj,,2022-03-28T06:10:34.000Z,,,1
Deeanna Layfield,@DeeannaLayfield,@kikicatsnft  spots are filing fast bro. join,2022-03-28T06:10:18.000Z,,,
ホームズくんキャンペーン用アカウント,@HOMES_campaign,,2022-03-28T06:10:11.000Z,,,
6_KNINE,@6_knine,Saw one post Lisa from Blackpink LOL,2022-03-28T06:09:55.000Z,,,1
㍿ゆきなちゃま。,@yukina_anone,,2022-03-28T06:09:49.000Z,1,,1
"carl (deva,stated)",@xeroxUSD,Please god let the  azuki  party not have any embarrassing photos leaked,2022-03-28T06:09:26.000Z,,,1
うさぎbot,@yaha_usagi_,,2022-03-28T06:09:09.000Z,,,
Tommy Schintgen,@SchintgenTommy,6x  Azuki 's,2022-03-28T06:08:51.000Z,,,
Chloe.Azuki,@ChloeAzuki,"We are  Azuki  family 1. Follow my project  https://  and I will follow you/your project
2. RT my  Azuki  analysis to promote  Azuki  tgt:  https:// /status/1503784366291374082 …",2022-03-28T06:08:39.000Z,,,
Philthy.Ξth ♏︎,@Philthyiam,"Mfers literally think  Azuki  invented anime. I love  Azuki  and the art. They certainly paved the way and proved there is a strong market for anime art. 

But they didn’t invent anime and not every anime project is a derivative of  Azuki .

Don’t fade  @KiwamiNFT",2022-03-28T06:08:38.000Z,,,1
Chloe.Azuki,@ChloeAzuki,"We are  Azuki  family 1. Follow my project  https://  and I will follow you/your project
2. RT my  Azuki  analysis to promote  Azuki  tgt:  https:// /status/1503784366291374082 …  https:// status/1508324577461514240 …",2022-03-28T06:08:38.000Z,,,
ゆきりん@ポケモンGO勢,ゆきりん@ポケモンGO勢,,2022-03-28T06:07:08.000Z,1,,1
Azuki Sales Bot,@AzukiSales,"Azuki  6352 sold for Ξ16.7 ($55,523.90). https:// 388653567af2f388e6224dc7c4b3241c544/6352 …  #AzukiZen   #azukiNFT",2022-03-28T06:06:25.000Z,,1,3
Kanaayu,@kihaty_21,,2022-03-28T06:06:23.000Z,1,,1
Metaverse Alerts #nft #virtualLand,@MetaTradesBot,"#nft  sold!                  
Item number 6352 from the collection "" Azuki "" 
            
Price: 16.7 Ether [$55497.27]  Collection price has risen 14.22% over the past week",2022-03-28T06:06:13.000Z,,,
しらいぬ,@sira____inu,,2022-03-28T06:05:57.000Z,1,,
Sanket Vora,@sanketvora3,Welcome to the garden,2022-03-28T06:05:19.000Z,,1,
SkyMatriX,@SkyMatriX_X,When you Will DM suprise to me  #Azuki    #NFT   #NFTs,2022-03-28T06:04:16.000Z,,1,5
Trengible - Discover the nft trends,@Trengible," - 0x3841 just bought  Azuki  #6352 for 16.7 ETH ($55,211.20)

Collection:  Azuki Date: 2022-03-28 06:03:39 (GMT 0)

Detail:  https:// 52-0xed5af388653567af2f388e6224dc7c4b3241c544 …",2022-03-28T06:04:11.000Z,1,,
NftBossAlert,@nftbossalert,"Collection:  Azuki  Azuki  #6352 was bought
Price: 16.7 ETH ($55211.2) 
Seller: 0x936
Buyer: 0x3841 https:// 388653567af2f388e6224dc7c4b3241c544/6352 …  #AZUKI    #NFTSales   #NFTWhale",2022-03-28T06:04:04.000Z,1,1,1
GHO$T TRADER,@GhostTrad3r,KIWAGMI  @KiwamiNFT   #WAGMI   #NFT    @AzukiZen   community supports them,2022-03-28T06:03:39.000Z,,1,8
ハウス食品グループ,@housefoods_now,,2022-03-28T06:01:51.000Z,,,
Ethereum NFT Floor Watch,@EthereumWatch1,   @azukizen   : 19 to 16 (-15.8%)    @coolcatsnft  : 9.3 to 8.67 (-6.8%)    @larvalabs  Autoglyphs : 179   @worldofwomennft  : 10.69 to 10.25 (-4.1%)    @artblocks_io  Chromie Squiggle : 8   @CyberKongz  : 63.8,2022-03-28T06:01:02.000Z,,,
saha.ethᵍᵐ,@erniesaha,"SICK pick up, welcome!",2022-03-28T06:00:59.000Z,,,
Philthy.Ξth ♏︎,@Philthyiam,"Nah it’s not a derivative. It’s anime based like  Azuki , but anime has existed long before NFTs.  The artist and half the team is living in Japan and put a lot of thought to make it authentic to Japanese culture.",2022-03-28T06:00:35.000Z,,,
bunnyばに,@bunnbunn_kook22,,2022-03-28T06:00:25.000Z,1,,2
琴里 奏ことざとかなで,@kotozato_kanade,,2022-03-28T05:59:16.000Z,,,2
きい@のんびりお迎え,きい@のんびりお迎え,,2022-03-28T05:59:15.000Z,,,1
Obscure Ostriches,@_cryptOstrich,The next  azuki !,2022-03-28T05:59:05.000Z,,,
aasilkbar,@aasilkbar,@NFTDyIan   @JRCastroLV   @Hoosiers4Kelly   @tammyforla   @shinsekaicorp    @AzukiZen,2022-03-28T05:58:56.000Z,,,
JakeBeastly.eth,@JakeBeastly,Imagine if they let us link our nft to our pfp for free. Sooooooooooo many fake BAYC/punk/ azuki  “giveaway” accounts would instantly be seen as the frauds they are. Would have to rely on a dif tactic than “owning” a top nft.,2022-03-28T05:58:53.000Z,,,1
Eomma.eth,@EommaETH,Let’s go Ella!!!,2022-03-28T05:58:03.000Z,,,1
Gluten.eth,@gluten_eth,"Good morning at 6 AM,  @KiwamiNFT  is the next direct competitor of   @AzukiZen  , 100%. 

They have an added value, and this  what makes it a competitor.",2022-03-28T05:57:47.000Z,,,
OKLink,@OKLink,Check out the rising and hot  #NFTs  Mutant Ape Yacht Club  @RealMutantApeYC   Bored Ape Yacht Club  @BoredApeYC  Azuki    @AzukiZen    #WAGMI2022 All it takes is one click   http://,2022-03-28T05:57:46.000Z,,,3
Tom Thomas ::),@_TomThomas_,Have you entered the  @smilesss  halo cup?!,2022-03-28T05:57:01.000Z,,,
Mitsuya.x,@MitsuyaDotX,It’s over -  Azuki  is going to 0,2022-03-28T05:56:44.000Z,4,,5
Azuki Sales Bot,@AzukiSales,"Azuki  1972 accepted an offer for 15.75 wETH ($52,347.05). https:// 388653567af2f388e6224dc7c4b3241c544/1972 …  #AzukiZen   #azukiNFT",2022-03-28T05:56:37.000Z,,,3
